VIN	order_num	vendor_name	part_number	description	price	status	qty
KI47PBW0PCK969685	001	Openlane	OE-ICS0160	Seat bracket	58.00	installed	4	
KI47PBW0PCK969685	001	Openlane	OE-PACBS0169	Brake backing pad	214.99	installed	1	
LJ2WO6LIMI3909406	001	Openlane	OE-EAES0114	ABS sensor	134.98	installed	1	
LJ2WO6LIMI3909406	003	Openlane	OE-EAEAD0043	Radio and media player	32.56	installed	1	
LJ2WO6LIMI3909406	003	Openlane	OE-EAES0102	Oxygen sensor	48.81	installed	3	
LJ2WO6LIMI3909406	003	Openlane	OE-PACBS0165	Adjusting mechanism	42.47	installed	1	
LJ2WO6LIMI3909406	003	Openlane	OE-PACBS0192	Air brake nylon hose	37.44	installed	1	
ME40O4IQW48505690	001	Openlane	OE-EAEAD0045	Speaker	94.13	installed	1	
ME40O4IQW48505690	001	Openlane	OE-EAELASS0089	License plate lamp	125.64	installed	1	
ME40O4IQW48505690	001	Openlane	OE-PACBS0177	Brake pump	129.51	installed	1	
ME40O4IQW48505690	001	Openlane	OE-PACBS0182	Brake lining	27.02	installed	1	
N445T73QPKZ254661	001	Openlane	OE-EAES0109	ABS brack sensor	88.39	installed	1	
OIJMG7VO2RW806249	002	Openlane	OE-ICS0159	Seat Belt	152.96	installed	1	
P3A3Q0W8C7Q563825	003	Openlane	OE-BAE0006	Fascia rear and support	72.61	installed	1	
P3A3Q0W8C7Q563825	003	Openlane	OE-EAEGAM0065	Fuel gauge	60.87	installed	1	
P3A3Q0W8C7Q563825	003	Openlane	OE-EAES0101	Manifold absolute pressure sensor	64.05	installed	1	
P3A3Q0W8C7Q563825	003	Openlane	OE-PACBS0177	Brake pump	73.83	installed	1	
PRV6KSFK3P7562406	002	Openlane	OE-10141	Fuse Box: The Alternative Tribute	47.53	installed	1	
PRV6KSFK3P7562406	002	Openlane	OE-EAEGAM0071	Tire pressure gauge	233.75	installed	1	
PRV6KSFK3P7562406	002	Openlane	OE-EAELASS0091	Tail light	189.99	installed	1	
S5SJ5HF7FZC976453	002	Openlane	OE-BAE0005	Decklid	125.39	received	4	
S5SJ5HF7FZC976453	002	Openlane	OE-EAEM0138	Engine computer and management system	45.23	received	1	
S5SJ5HF7FZC976453	002	Openlane	OE-EAES0110	TDC sensor	91.32	installed	1	
S5SJ5HF7FZC976453	002	Openlane	OE-ICS0162	Seat track	99.51	installed	2	
SCZ0DFEFBT4123366	001	Openlane	OE-BAEW0039	Windshield washer motor	135.66	installed	1	
SCZ0DFEFBT4123366	001	Openlane	OE-EAECS0051	Alternator fan	65.24	installed	1	
SCZ0DFEFBT4123366	001	Openlane	OE-EAEGAM0069	Tachometer	78.68	installed	1	
SCZ0DFEFBT4123366	001	Openlane	OE-EAEM0137	Door contact	130.87	installed	1	
SZO84JB2HVG098562	002	Openlane	OE-BAEW0037	Window regulator	19.42	installed	1	
SZO84JB2HVG098562	002	Openlane	OE-EAECS0050	Alternator bracket	9.05	installed	1	
SZO84JB2HVG098562	002	Openlane	OE-EAEGAM0074	Water temperature meter	40.43	installed	3	
SZO84JB2HVG098562	002	Openlane	OE-IFCAP0152	Center console	44.98	installed	2	
UPLM5ELF8I6791396	002	Openlane	OE-EAEGAM0070	Temperature gauge	266.47	installed	1	
UPLM5ELF8I6791396	002	Openlane	OE-EAES0124	Switch cover	259.83	installed	1	
WVHB7F4NOZA643269	003	Openlane	OE-EAESS0115	Starter	292.97	installed	1	
WVHB7F4NOZA643269	003	Openlane	OE-PACBS0182	Brake lining	67.52	installed	2	
XZMC0PWRZ2E475596	001	Openlane	OE-EAESS0116	Starter drive	136.21	installed	1	
XZMC0PWRZ2E475596	001	Openlane	OE-ICS0158	Headrest	79.54	installed	4	
XZMC0PWRZ2E475596	001	Openlane	OE-IFCAP0151	Carpet and other floor material	73.56	installed	2	
XZMC0PWRZ2E475596	001	Openlane	OE-IFCAP0152	Center console	87.75	installed	1	
Y5ZUOWR3L4K578258	002	Openlane	OE-BAE0006	Fascia rear and support	105.44	ordered	2	
Y5ZUOWR3L4K578258	002	Openlane	OE-EAELASS0091	Tail light	63.80	received	1	
Y5ZUOWR3L4K578258	002	Openlane	OE-PACBS0171	Brake disc	88.36	installed	1	
YJWCDTAOP2Z769432	003	Openlane	OE-EAEESS0058	Battery control system	379.34	ordered	2	
ZT5DFBQIT8M015828	002	Openlane	OE-BAE0020	Trunk	137.18	installed	1	
ZT5DFBQIT8M015828	002	Openlane	OE-BAE0022	Welded assembly	73.84	ordered	1	
ZT5DFBQIT8M015828	002	Openlane	OE-IFCAP0152	Center console	76.93	ordered	1	
087A6BFATOR453440	001	Plussunin	PN-BAED0027	Door seal	13.10	ordered	1	
087A6BFATOR453440	001	Plussunin	PN-EAECS0049	Alternator bearing	112.56	received	1	
087A6BFATOR453440	001	Plussunin	PN-EAEWH0129	Engine compartment harness	90.18	received	1	
087A6BFATOR453440	001	Plussunin	PN-ICS0157	Fastener	99.10	received	1	
0UIMMUNTR5I513788	003	Plussunin	PN-EAEESS0056	Battery cable terminal	76.44	installed	1	
0UIMMUNTR5I513788	003	Plussunin	PN-PACBS0182	Brake lining	33.33	installed	1	
0UIMMUNTR5I513788	003	Plussunin	PN-PACBS0195	Load-sensing valve	115.92	installed	3	
1VBYHU34ACA814687	001	Plussunin	PN-BAE0012	Quarter panel	24.10	installed	1	
1VBYHU34ACA814687	001	Plussunin	PN-EAEM0144	Relay connector	44.03	installed	1	
1VBYHU34ACA814687	001	Plussunin	PN-EAES0120	Door switch	115.92	installed	1	
1VBYHU34ACA814687	001	Plussunin	PN-ICS0162	Seat track	55.45	installed	4	
3B2ABELTMYN821278	003	Plussunin	PN-BAED0025	Inner door handle	187.94	ordered	4	
3B2ABELTMYN821278	003	Plussunin	PN-ICS0155	Bucket Seat	398.05	received	1	
7DUND5DA2VI455102	001	Plussunin	PN-BAE0010	Grille	56.87	installed	2	
7DUND5DA2VI455102	001	Plussunin	PN-EAEESS0057	Battery cable	61.47	received	1	
7DUND5DA2VI455102	001	Plussunin	PN-EAEESS0059	Battery plate	87.67	ordered	1	
AFE0T2SJB3M292600	002	Plussunin	PN-BAED0026	Door control module	128.30	installed	1	
AFE0T2SJB3M292600	004	Plussunin	PN-BAE0004	Cowl screen	73.73	installed	1	
AFE0T2SJB3M292600	004	Plussunin	PN-EAEM0134	Central locking system	102.82	installed	1	
AFE0T2SJB3M292600	004	Plussunin	PN-EAES0109	ABS brack sensor	124.28	installed	2	
AFE0T2SJB3M292600	004	Plussunin	PN-ICS0157	Fastener	111.96	installed	1	
AY5S4SDBCC3740960	001	Plussunin	PN-BAEW0040	Window seal	159.41	installed	1	
BFVL2L02Q6J297374	002	Plussunin	PN-EAEESS0061	Voltage regulator	202.80	installed	1	
BFVL2L02Q6J297374	002	Plussunin	PN-EAES0104	Pressure sensor	87.47	installed	1	
DB0UB3FA7IR128920	003	Plussunin	PN-EAEAD0045	Speaker	60.53	installed	1	
DB0UB3FA7IR128920	003	Plussunin	PN-EAEM0132	Air bag control module	48.96	installed	1	
DB0UB3FA7IR128920	003	Plussunin	PN-EAEM0145	Remote lock	60.69	installed	1	
E1T05PHQF4I669608	001	Plussunin	PN-BAE0006	Fascia rear and support	27.99	installed	2	
E1T05PHQF4I669608	001	Plussunin	PN-BAED0029	Hinge	36.45	ordered	4	
F8PNEJV38BP709528	004	Plussunin	PN-EAEM0145	Remote lock	62.35	installed	1	
FK7Q7XYMZUL655715	002	Plussunin	PN-BAE0000	Bonnet/hood	20.82	installed	1	
FK7Q7XYMZUL655715	002	Plussunin	PN-EAEAD0046	Tuner	4.43	installed	2	
FK7Q7XYMZUL655715	002	Plussunin	PN-EAES0123	Steering column switch	137.86	installed	1	
I3KJG41FDMB799433	004	Plussunin	PN-EAEGAM0065	Fuel gauge	1.17	installed	1	
I3KJG41FDMB799433	004	Plussunin	PN-EAES0094	Anti-pinch sensor	19.26	installed	1	
I3KJG41FDMB799433	004	Plussunin	PN-EAES0098	Fuel level sensor	16.16	installed	4	
I3KJG41FDMB799433	004	Plussunin	PN-PACBS0167	Bleed nipple	23.27	installed	1	
LGV35UW1ULO558332	001	Plussunin	PN-EAEGAM0072	Vacuum gauge	2.96	installed	3	
LJAMX3YGRHF367786	001	Plussunin	PN-BAE0004	Cowl screen	100.13	installed	1	
LJAMX3YGRHF367786	001	Plussunin	PN-BAED0029	Hinge	70.60	installed	2	
LJAMX3YGRHF367786	001	Plussunin	PN-EAECS0048	Alternator	16.61	installed	1	
LJAMX3YGRHF367786	001	Plussunin	PN-EAES0112	IMA sensor	70.25	installed	1	
M1MDEKHT4YZ415088	003	Plussunin	PN-BAEW0036	Window motor	165.37	installed	1	
NB8SWRCD36Z177457	004	Plussunin	PN-EAEM0132	Air bag control module	116.38	installed	1	
NB8SWRCD36Z177457	004	Plussunin	PN-EAES0106	Rotational sensor	178.24	installed	1	
NB8SWRCD36Z177457	004	Plussunin	PN-EAES0111	MAP sensor	53.56	installed	1	
NB8SWRCD36Z177457	004	Plussunin	PN-EAESS0116	Starter drive	54.62	installed	1	
OIJMG7VO2RW806249	003	Plussunin	PN-BAE0002	Unexposed bumper	17.78	installed	1	
OIJMG7VO2RW806249	003	Plussunin	PN-BAE0022	Welded assembly	377.74	installed	1	
OIJMG7VO2RW806249	003	Plussunin	PN-EAES0097	Engine sensor	482.24	installed	1	
OIJMG7VO2RW806249	003	Plussunin	PN-EAES0114	ABS sensor	56.58	installed	1	
P3A3Q0W8C7Q563825	004	Plussunin	PN-EAEM0140	Fuse	2.26	installed	1	
P3A3Q0W8C7Q563825	004	Plussunin	PN-EAEM0150	Wiring connector	192.47	installed	1	
P3A3Q0W8C7Q563825	004	Plussunin	PN-ICS0157	Fastener	161.32	installed	2	
PMS4M3PZ8HU994524	001	Plussunin	PN-EAEM0134	Central locking system	52.92	installed	1	
PMS4M3PZ8HU994524	001	Plussunin	PN-PACBS0184	Brake warning light	49.88	installed	1	
PYBX8T7AXDQ513606	001	Plussunin	PN-BAED0026	Door control module	179.94	received	5	
PYBX8T7AXDQ513606	001	Plussunin	PN-EAEM0138	Engine computer and management system	54.64	ordered	1	
PYBX8T7AXDQ513606	001	Plussunin	PN-EAES0094	Anti-pinch sensor	64.64	installed	3	
R8FUQRGVB58128190	001	Plussunin	PN-EAELASS0088	Interior light and lamp	28.89	installed	1	
R8FUQRGVB58128190	001	Plussunin	PN-EAEWH0130	Interior harness	35.69	installed	1	
R8FUQRGVB58128190	001	Plussunin	PN-PACBS0185	Calibrated friction brake	45.47	installed	2	
S6T5UW8NRJC744394	001	Plussunin	PN-EAEAD0045	Speaker	28.78	installed	1	
S6T5UW8NRJC744394	001	Plussunin	PN-EAEM0136	Cruise control computer	41.20	installed	1	
SST5NYL6RZG831918	001	Plussunin	PN-EAES0103	Power-steering pressure sensor	112.49	installed	1	
SST5NYL6RZG831918	001	Plussunin	PN-PACBS0185	Calibrated friction brake	89.66	installed	1	
UBTL1IWABB8760167	005	Plussunin	PN-EAEM0139	Engine control unit	61.34	installed	1	
UBTL1IWABB8760167	005	Plussunin	PN-IFCAP0152	Center console	59.04	installed	1	
UBTL1IWABB8760167	005	Plussunin	PN-PACBS0178	Brake roll	78.40	installed	1	
UBTL1IWABB8760167	005	Plussunin	PN-PACBS0194	Hydraulic booster unit	46.71	installed	1	
UECR61IVAYH064778	002	Plussunin	PN-EAEIS0082	Magneto	12.61	installed	1	
UECR61IVAYH064778	002	Plussunin	PN-EAEWH0129	Engine compartment harness	2.75	installed	1	
UECR61IVAYH064778	002	Plussunin	PN-ICS0153	Armrest	21.31	installed	1	
UECR61IVAYH064778	002	Plussunin	PN-ICS0158	Headrest	23.00	installed	1	
1REUJOXJD2T955464	002	Rantouch	RH-BAE0009	Front fascia and header panel	0.20	installed	4	
1REUJOXJD2T955464	002	Rantouch	RH-EAES0098	Fuel level sensor	41.79	installed	1	
4JX146RTPEP497160	004	Rantouch	RH-BAED0023	Door beam and panel	70.95	received	1	
4JX146RTPEP497160	004	Rantouch	RH-EAEGAM0072	Vacuum gauge	4.28	received	1	
4JX146RTPEP497160	004	Rantouch	RH-PACBS0185	Calibrated friction brake	85.84	ordered	1	
5DUH7JX2WMU677701	002	Rantouch	RH-BAED0029	Hinge	39.85	installed	1	
5DUH7JX2WMU677701	002	Rantouch	RH-BAED0030	Door and bonnet	121.59	installed	1	
5DUH7JX2WMU677701	002	Rantouch	RH-EAECS0052	Other alternator parts	37.01	installed	3	
5DUH7JX2WMU677701	002	Rantouch	RH-EAEM0139	Engine control unit	34.89	installed	1	
6UGIW017LCI060007	001	Rantouch	RH-BAE0007	Fender Musical Instruments Corporation	67.49	received	2	
6UGIW017LCI060007	001	Rantouch	RH-EAELASS0088	Interior light and lamp	69.78	ordered	1	
6UGIW017LCI060007	001	Rantouch	RH-PACBS0192	Air brake nylon hose	94.98	ordered	4	
6UGIW017LCI060007	005	Rantouch	RH-EAES0122	Power window switch	110.25	installed	1	
ATTHVVKMWBJ298534	003	Rantouch	RH-PACBS0183	Shoe web	51.99	installed	1	
D6G5OGFOYI1530826	003	Rantouch	RH-BAEW0038	Windshield	38.53	received	4	
D6G5OGFOYI1530826	003	Rantouch	RH-EAELASS0089	License plate lamp	18.30	ordered	1	
D6G5OGFOYI1530826	003	Rantouch	RH-EAES0120	Door switch	43.65	installed	1	
D6G5OGFOYI1530826	003	Rantouch	RH-EAES0127	Frame Switch	91.41	installed	3	
DAGO1U5HNA4115178	001	Rantouch	RH-BAE0021	Valance	2.02	ordered	1	
DAGO1U5HNA4115178	001	Rantouch	RH-BAED0032	Centre Locking	59.38	received	1	
DAGO1U5HNA4115178	001	Rantouch	RH-BAEW0037	Window regulator	29.26	ordered	1	
DAGO1U5HNA4115178	001	Rantouch	RH-EAEESS0060	Battery tray	23.77	installed	1	
DDSRT3SC6IC755465	003	Rantouch	RH-EAECS0051	Alternator fan	248.01	installed	1	
DDSRT3SC6IC755465	003	Rantouch	RH-EAES0105	Rain sensor	178.46	installed	1	
DDSRT3SC6IC755465	003	Rantouch	RH-PACBS0178	Brake roll	169.15	installed	1	
DDSRT3SC6IC755465	003	Rantouch	RH-PACBS0193	Brake duct hose	172.82	installed	1	
EYHIFQOMJDL979440	002	Rantouch	RH-BAE0011	Pillar and hard trim	212.33	installed	1	
EYHIFQOMJDL979440	002	Rantouch	RH-EAES0103	Power-steering pressure sensor	225.84	installed	1	
F0366DY3NGP862456	001	Rantouch	RH-EAEAD0043	Radio and media player	80.66	installed	1	
F0366DY3NGP862456	001	Rantouch	RH-EAES0102	Oxygen sensor	76.88	installed	1	
F0366DY3NGP862456	001	Rantouch	RH-PACBS0191	Brake booster hose	73.78	installed	1	
F3WVDO2KN32817647	001	Rantouch	RH-EAEESS0055	Battery box	130.92	installed	1	
F3WVDO2KN32817647	001	Rantouch	RH-EAES0094	Anti-pinch sensor	155.98	installed	1	
F3WVDO2KN32817647	001	Rantouch	RH-EAES0126	Thermostat	39.51	installed	1	
GETQL1GYWI5001163	004	Rantouch	RH-BAEW0039	Windshield washer motor	19.56	received	1	
GETQL1GYWI5001163	004	Rantouch	RH-EAEGAM0065	Fuel gauge	14.13	ordered	4	
HKZTRDHVCFC282367	002	Rantouch	RH-PACBS0169	Brake backing pad	301.85	installed	1	
HQ346HZH6BN134720	001	Rantouch	RH-BAE0021	Valance	76.90	received	1	
HQ346HZH6BN134720	001	Rantouch	RH-EAES0120	Door switch	1.54	ordered	1	
J6HNK0LSBLR804343	005	Rantouch	RH-EAES0113	Oil level sensor	13.09	installed	1	
J7GU3YIC164486632	001	Rantouch	RH-EAEM0145	Remote lock	22.07	installed	1	
J7GU3YIC164486632	001	Rantouch	RH-PACBS0192	Air brake nylon hose	3.27	installed	1	
KYCAXU240EL627124	002	Rantouch	RH-BAE0008	Front clip	12.67	installed	4	
KYCAXU240EL627124	002	Rantouch	RH-EAES0094	Anti-pinch sensor	27.96	installed	1	
LJ2WO6LIMI3909406	002	Rantouch	RH-BAE0016	Spoiler	107.87	installed	2	
LJ2WO6LIMI3909406	002	Rantouch	RH-EAEGAM0066	Hydrometer	72.13	installed	1	
LJ2WO6LIMI3909406	002	Rantouch	RH-IFCAP0152	Center console	96.02	installed	1	
OEHOHX1J7K3285196	003	Rantouch	RH-BAED0025	Inner door handle	186.52	installed	2	
QUAAGE4JWIU586515	002	Rantouch	RH-BAED0029	Hinge	63.74	installed	1	
REE0QD38MTO546272	001	Rantouch	RH-EAES0095	Camshaft position sensor	239.04	received	1	
RHQUA4U5I4H058567	003	Rantouch	RH-BAED0024	Outer door handle	93.71	installed	1	
RHQUA4U5I4H058567	003	Rantouch	RH-EAEESS0061	Voltage regulator	2.69	installed	1	
RHQUA4U5I4H058567	003	Rantouch	RH-EAEM0143	Performance Monitor	36.91	installed	1	
RLL75KB2SDL503399	003	Rantouch	RH-BAE0013	Radiator core support	115.95	installed	1	
RLL75KB2SDL503399	003	Rantouch	RH-EAELASS0091	Tail light	189.71	installed	1	
RLL75KB2SDL503399	003	Rantouch	RH-EAES0095	Camshaft position sensor	156.87	installed	1	
UUAML2S80CA861300	001	Rantouch	RH-EAECS0050	Alternator bracket	316.65	installed	1	
UUAML2S80CA861300	001	Rantouch	RH-EAELASS0088	Interior light and lamp	209.10	installed	1	
UUAML2S80CA861300	001	Rantouch	RH-PACBS0170	Brake cooling duct	139.35	installed	1	
VBMS3KE5ODR707703	002	Rantouch	RH-EAELASS0090	Side lighting	135.07	ordered	1	
VBMS3KE5ODR707703	002	Rantouch	RH-EAES0120	Door switch	68.32	installed	2	
VBMS3KE5ODR707703	002	Rantouch	RH-PACBS0190	Hose	125.84	received	2	
YADEPAQA7YM798643	001	Rantouch	RH-EAEESS0055	Battery box	541.89	installed	1	
YADEPAQA7YM798643	001	Rantouch	RH-EAES0100	Light sensor	67.49	installed	1	
0KOHAMIDMJB280989	001	Scotfind	SD-EAEWH0129	Engine compartment harness	132.04	installed	1	
4NU1XG1A1PK229738	001	Scotfind	SD-PACBS0182	Brake lining	231.48	installed	1	
4VNFJ5C41RD739427	002	Scotfind	SD-EAEESS0053	Battery	183.86	installed	4	
4VNFJ5C41RD739427	002	Scotfind	SD-ICS0162	Seat track	8.58	installed	1	
4VNFJ5C41RD739427	002	Scotfind	SD-PACBS0184	Brake warning light	34.99	installed	1	
6DOO2Y5ZN3C006211	002	Scotfind	SD-BAED0027	Door seal	72.60	installed	2	
6UGIW017LCI060007	004	Scotfind	SD-BAE0013	Radiator core support	66.78	installed	1	
6UGIW017LCI060007	004	Scotfind	SD-EAEGAM0072	Vacuum gauge	67.12	installed	1	
6UGIW017LCI060007	004	Scotfind	SD-EAEWH0130	Interior harness	14.83	installed	1	
6UGIW017LCI060007	004	Scotfind	SD-ICS0160	Seat bracket	129.85	ordered	1	
7KX137K8NAD793434	003	Scotfind	SD-BAED0032	Centre Locking	21.64	installed	1	
7KX137K8NAD793434	003	Scotfind	SD-BAEW0040	Window seal	7.23	installed	4	
7KX137K8NAD793434	003	Scotfind	SD-EAEAD0045	Speaker	8.80	installed	1	
7KX137K8NAD793434	004	Scotfind	SD-PACBS0183	Shoe web	67.42	installed	1	
DA6NU2CRJEC205150	001	Scotfind	SD-BAED0032	Centre Locking	151.46	ordered	3	
DA6NU2CRJEC205150	001	Scotfind	SD-EAEM0148	Speedometer calibrator	95.15	installed	4	
DA6NU2CRJEC205150	001	Scotfind	SD-EAES0104	Pressure sensor	120.60	received	1	
DP2N1FFLK1Y134196	001	Scotfind	SD-BAED0028	Door watershield	26.24	received	2	
DP2N1FFLK1Y134196	001	Scotfind	SD-EAEAD0041	Antenna assembly	204.13	received	1	
DP2N1FFLK1Y134196	001	Scotfind	SD-PACBS0198	Other braking system parts	114.60	ordered	1	
FCT22KMD6SQ218332	002	Scotfind	SD-EAELASS0083	Engine bay lighting	264.37	installed	1	
FCT22KMD6SQ218332	002	Scotfind	SD-EAES0093	Airbag sensor	262.55	installed	1	
GOQGJ0XOFTZ166566	001	Scotfind	SD-BAE0003	Exposed bumper	67.80	installed	2	
GOQGJ0XOFTZ166566	001	Scotfind	SD-BAEW0034	Sunroof	70.42	installed	1	
GOQGJ0XOFTZ166566	001	Scotfind	SD-EAEM0134	Central locking system	113.89	installed	1	
GOQGJ0XOFTZ166566	001	Scotfind	SD-PACBS0197	Metering valve	71.94	installed	1	
HQQP5MNUT63259299	001	Scotfind	SD-BAE0007	Fender Musical Instruments Corporation	108.43	installed	1	
I3KJG41FDMB799433	002	Scotfind	SD-BAED0023	Door beam and panel	6.48	installed	4	
I3KJG41FDMB799433	002	Scotfind	SD-EAES0108	Transmission input and output sensor	2.19	installed	1	
I3KJG41FDMB799433	002	Scotfind	SD-EAES0121	Ignition Switch	10.41	installed	1	
ITV1P5YPWZV062241	001	Scotfind	SD-BAE0019	Trim package	246.73	installed	1	
ITV1P5YPWZV062241	001	Scotfind	SD-PACBS0171	Brake disc	45.81	installed	1	
KRP1OF566LN517977	002	Scotfind	SD-BAE0021	Valance	55.25	installed	1	
KRP1OF566LN517977	002	Scotfind	SD-BAEW0035	Sunroof motor	5.82	installed	1	
KRP1OF566LN517977	002	Scotfind	SD-EAECS0050	Alternator bracket	49.74	installed	1	
L1HOHDZNBHV145467	002	Scotfind	SD-10141	Fuse Box: The Alternative Tribute	7.85	installed	1	
L1HOHDZNBHV145467	002	Scotfind	SD-BAE0010	Grille	18.34	installed	1	
L1HOHDZNBHV145467	002	Scotfind	SD-PACBS0183	Shoe web	45.69	installed	2	
MYFEXB6J80A683292	002	Scotfind	SD-BAE0018	Rear spoiler	173.39	ordered	1	
MYFEXB6J80A683292	002	Scotfind	SD-EAECS0049	Alternator bearing	274.38	received	1	
MYFEXB6J80A683292	002	Scotfind	SD-EAES0106	Rotational sensor	52.91	ordered	1	
MYFEXB6J80A683292	002	Scotfind	SD-PACBS0180	Brake servo	111.08	received	1	
N12FXFPCL7X458293	002	Scotfind	SD-BAE0022	Welded assembly	339.50	installed	1	
N12FXFPCL7X458293	002	Scotfind	SD-EAEGAM0063	Clinometer	198.26	installed	1	
OWUHWW1PGFH452996	001	Scotfind	SD-EAEAD0042	Antenna cable	65.60	installed	1	
OWUHWW1PGFH452996	001	Scotfind	SD-EAEAD0047	Subwoofer	7.63	installed	1	
OWUHWW1PGFH452996	001	Scotfind	SD-EAES0101	Manifold absolute pressure sensor	44.02	installed	1	
OWUHWW1PGFH452996	001	Scotfind	SD-PACBS0194	Hydraulic booster unit	49.12	installed	1	
QI8QRWK37QY163162	003	Scotfind	SD-BAE0006	Fascia rear and support	360.67	ordered	3	
QI8QRWK37QY163162	003	Scotfind	SD-EAEM0138	Engine computer and management system	308.02	received	1	
QI8QRWK37QY163162	003	Scotfind	SD-EAES0122	Power window switch	105.75	installed	1	
RANYR1X34OF225773	004	Scotfind	SD-EAEIS0079	Ignition Coil	44.96	installed	1	
TXTT5RIP3RV876994	001	Scotfind	SD-EAECS0049	Alternator bearing	253.54	installed	1	
TXTT5RIP3RV876994	001	Scotfind	SD-EAEGAM0068	Speedometer	40.38	installed	1	
TXTT5RIP3RV876994	001	Scotfind	SD-EAEM0136	Cruise control computer	131.04	installed	1	
TXTT5RIP3RV876994	001	Scotfind	SD-EAES0121	Ignition Switch	173.34	installed	1	
VOKGSMA74EZ148991	003	Scotfind	SD-EAEAD0046	Tuner	165.71	ordered	1	
VOKGSMA74EZ148991	003	Scotfind	SD-EAES0093	Airbag sensor	54.34	installed	1	
VOKGSMA74EZ148991	003	Scotfind	SD-IFCAP0151	Carpet and other floor material	115.38	ordered	2	
X6WRPVFAHHO956037	002	Scotfind	SD-EAEM0133	Alarm and siren	17.58	installed	1	
XAH1ZZICK0H241287	001	Scotfind	SD-EAES0101	Manifold absolute pressure sensor	83.99	installed	1	
XAH1ZZICK0H241287	001	Scotfind	SD-EAES0126	Thermostat	156.44	installed	4	
087A6BFATOR453440	002	Sunnamplex	SX-EAES0107	Temperature sensor	177.37	installed	1	
087A6BFATOR453440	002	Sunnamplex	SX-IFCAP0151	Carpet and other floor material	220.42	received	1	
087A6BFATOR453440	002	Sunnamplex	SX-PACBS0184	Brake warning light	161.53	ordered	1	
087A6BFATOR453440	002	Sunnamplex	SX-PACBS0191	Brake booster hose	20.70	ordered	2	
08E1DI1NS6C115243	001	Sunnamplex	SX-BAE0003	Exposed bumper	57.74	installed	1	
0UIMMUNTR5I513788	004	Sunnamplex	SX-BAE0015	Roof Rack	69.63	installed	2	
0UIMMUNTR5I513788	004	Sunnamplex	SX-EAEESS0058	Battery control system	72.93	installed	1	
0UIMMUNTR5I513788	004	Sunnamplex	SX-EAES0123	Steering column switch	21.38	installed	1	
0UIMMUNTR5I513788	004	Sunnamplex	SX-PACBS0191	Brake booster hose	137.71	installed	1	
2LY0LQQ3O87337578	001	Sunnamplex	SX-BAE0004	Cowl screen	35.49	installed	1	
2LY0LQQ3O87337578	001	Sunnamplex	SX-BAEW0039	Windshield washer motor	0.64	installed	1	
2LY0LQQ3O87337578	001	Sunnamplex	SX-ICS0162	Seat track	6.41	installed	2	
3B2ABELTMYN821278	005	Sunnamplex	SX-EAEAD0047	Subwoofer	750.04	ordered	1	
3B2ABELTMYN821278	005	Sunnamplex	SX-EAEM0149	Transmission computer	266.25	ordered	1	
3B2ABELTMYN821278	005	Sunnamplex	SX-EAES0102	Oxygen sensor	303.96	ordered	1	
3DEX0DH8TAW758325	003	Sunnamplex	SX-PACBS0177	Brake pump	127.47	installed	1	
3TQKT45OH5Y580038	002	Sunnamplex	SX-EAEAD0046	Tuner	39.64	received	1	
3TQKT45OH5Y580038	003	Sunnamplex	SX-EAEESS0057	Battery cable	37.28	received	4	
3TQKT45OH5Y580038	003	Sunnamplex	SX-EAES0125	Switch panel	8.08	ordered	1	
3TQKT45OH5Y580038	004	Sunnamplex	SX-EAEIS0080	Ignition coil parts	20.79	received	1	
4YH16636OI3987091	003	Sunnamplex	SX-BAED0024	Outer door handle	288.80	received	1	
4YH16636OI3987091	003	Sunnamplex	SX-EAES0126	Thermostat	255.86	installed	1	
60UEB8O2X1V924211	002	Sunnamplex	SX-EAEESS0056	Battery cable terminal	340.13	installed	2	
60UEB8O2X1V924211	002	Sunnamplex	SX-EAEIS0081	Ignition controller	265.08	received	1	
AL1Q0N7Q6AF836970	002	Sunnamplex	SX-BAE0021	Valance	6.45	installed	1	
AL1Q0N7Q6AF836970	002	Sunnamplex	SX-EAES0094	Anti-pinch sensor	19.20	installed	1	
AVDSTRV1NGB838195	001	Sunnamplex	SX-BAE0000	Bonnet/hood	127.84	installed	1	
AVDSTRV1NGB838195	001	Sunnamplex	SX-PACBS0173	Brake line	58.50	installed	1	
AVDSTRV1NGB838195	001	Sunnamplex	SX-PACBS0198	Other braking system parts	100.04	installed	1	
BANM4PV82W7781239	001	Sunnamplex	SX-EAEGAM0063	Clinometer	183.44	installed	1	
BANM4PV82W7781239	001	Sunnamplex	SX-EAEGAM0064	Dynamometer	70.52	installed	1	
BANM4PV82W7781239	001	Sunnamplex	SX-PACBS0179	Brake rotor	55.93	installed	1	
BK0HC8HZ0U6896211	003	Sunnamplex	SX-EAEIS0077	Electronic timing controller	82.74	installed	1	
BK0HC8HZ0U6896211	003	Sunnamplex	SX-EAELASS0084	Fog Light	47.07	ordered	1	
BK0HC8HZ0U6896211	003	Sunnamplex	SX-EAES0096	Crankshaft position sensor	67.45	received	1	
BSXYFD7API0946760	002	Sunnamplex	SX-EAES0111	MAP sensor	51.52	installed	1	
CILK8KOBEKV435840	001	Sunnamplex	SX-EAEAD0045	Speaker	34.65	installed	1	
CILK8KOBEKV435840	001	Sunnamplex	SX-PACBS0177	Brake pump	67.18	installed	1	
